ROR	parent	child	short_name	canonical_name	Ringgold_id	alt_name	alt_name2	ISNI	Orgref	VIAF	Wikidata	Grid	City	State	Country	URL
02f5b7n18	A01553	A01575	MPI Chem	Max-Planck-Institute for Chemistry, Mainz	28309			0000000404918257	3002595	123805366	Q832808	grid.419509.0	Mainz		Germany	http://www.mpic.de
04py35477	A01553	A01576	MPI Bioch	Max-Planck-Institute for Biochemistry, Martinsried	28311			000000040491845X	1827330	146075661	Q878218	grid.418615.f	Martinsried		Germany	http://www.biochem.mpg.de/en/index.html
00a7vgh58	A01553	A01577	MPI Coal Res	Max-Planck-Institute for Coal Research, Ruhr	28314			0000000120969941	10137782	122677768	Q895960	grid.419607.d	Mülheim		Germany	http://www.kofo.mpg.de/en
0079jjr10	A01553	A01578	MPI Phy	Max-Planck-Institute for Physics, Munich	28317			0000000123750603	47001005	124488807	Q463326	grid.435824.c	Munich		Germany	http://www.mpp.mpg.de
03sry2h30	A01553	A01579	MPI Grav Phy	Max-Planck-Institute for Gravitational Physics, Potsdam	28320			0000000107904262	2220743	141611094	Q2778415	grid.450243.4	Potsdam		Germany	http://www.aei.mpg.de
00pwgnh47	A01553	A01580	MPI Coll Int	Max-Planck-Institute of Colloids and Interfaces, Potsdam	28321			0000000404919719	6866309	124196798	Q1912082	grid.419564.b	Potsdam		Germany	http://www.mpikg.mpg.de/en
04fq9j139	A01553	A01581	MPI Int Sys	Max-Planck-Institute for Intelligent Systems, Tubingen	28325			0000000110156533	10477652	147224417	Q1287942	grid.419534.e	Stuttgart		Germany	http://www.is.mpg.de/en
005bk2339	A01553	A01582	MPI Solid St Res	Max-Planck-Institute for Solid State Research, Stuttgart	28326			0000000110156736	47001006	147246262		grid.419552.e	Stuttgart		Germany	
03sry2h30	A01553	A03039	AEI	Albert Einstein Institute, Hannover	28292	Max-Planck-Institut fur Gravitationsphysik	AEI	0000000107904262	2220743	141611094	Q2778415	grid.450243.4	Potsdam		Germany	http://www.aei.mpg.de
029rhq550	A01553	A05721	MPI Plasma Phy Greif	Max-Planck-Institute for Plasma Physics, Greifsvald	97035											
01ngpvg12	A01553	A05758	MPI Iron Res	Max-Planck-Institute for Iron Research, Dusseldorf	28272			000000040491378X			Q881977	grid.13829.31	Germany			
058xzat49	A01553	A05759	MPI Imm Epi	Max-Planck-Institute of Immunobiology and Epigenetics, Freiburg	28277			0000000404914256			Q1912076	grid.429509.3	Germany			
020as7681	A01553	A05760	MPI Sci Lght	Max-Planck-Institute for the Science of Light, Erlangen	130458			0000000403744283			Q1912109	grid.419562.d	Germany			
01hhn8329	A01553	A11333	Calar Alto Obs	Calar Alto Observatory	A1333											
01hhn8329	A01553	A11477	MP Dust Grp	Max-Planck Research Group on Dust in Star Forming Regions	A1477											
001w7jn25		A01583	Charite U Med	Charite University of Medicine, Berlin, Germany	9164			0000000122184662	2559577		Q162684	grid.6363.0	Berlin		Germany	http://www.charite.de/en
04xfq0f34		A01584	RWTH	RWTH Aachen University, Germany	9165	Rheinisch Westfalische Technische Hochschule Aachen	Aachen University of Technology	000000010728696X	243937	154841107	Q273263	grid.1957.a	Aachen	Nordrhein-Westfalen	Germany	https://www.rwth-aachen.de/lang/en
04xfq0f34	A01584	A01585	Dep Phy	RWTH Aachen University, Department of Physics	234291	Rheinisch Westfalische Technische Hochschule Aachen Fachgruppe Physik	RWTH Aachen Fachgruppe Physik	0000000405047051								
046ak2485		A01586	FU Berlin	Free University of Berlin, Germany	9166			0000000091164836	315275	133316790	Q153006	grid.14095.39	Berlin		Germany	http://www.fu-berlin.de/en
046ak2485	A01586	A01587	Dep Geos	Free University of Berlin, Department of Geosciences	145013											
046ak2485	A01586	A01588	Inst Metr	Free University of Berlin, Institute for Meteorology	194002											
046ak2485	A01586	A01589	Dep Phy	Free University of Berlin, Department of Physics	240407											
02jktn113	A01586	A11417	ICRA	International Center for Relativistic Astrophysics	A1417											
02hpadn98		A01590	U Bielefeld	University of Bielefeld, Germany	9167			0000000109449128	1546410	149700156	Q24382	grid.7491.b	Bielefeld	Nordrhein-Westfalen	Germany	https://www.uni-bielefeld.de/(en)/index.html
04ers2y35		A01591	U Bremen	University of Bremen, Germany	9168			0000000122974381	1184716	154317346	Q500692	grid.7704.4	Bremen		Germany	http://www.uni-bremen.de/en.html
04ers2y35	A01591	A01592	Dep Phy	University of Bremen, Department of Physics	229938											
04ers2y35	A01591	A01593	Dep Geos	University of Bremen, Department of Geosciences	240372											
02gn1ar53	A01591	A01594	Ctr Mar Env Sci	University of Bremen, Center for Marine Environmental Sciences	371038	Zentrum fur Marine Umweltwissenschaften	Center for Marine Environmental Sciences	000000011013246X				grid.474422.3	Bremen		Germany	
04ers2y35	A01591	A01595	CAST mGrav	University of Bremen, Center for Applied Space Technology and Microgravity	68204											
042aqky30		A01596	TU Dresden	Technical University of Dresden, Germany	9169			0000000121117257				grid.4488.0	Dresden		Germany	
042aqky30	A01596	A01597	Inst Phy	Technical University of Dresden, Institute for Physics	153788											
042aqky30	A01596	A01598	Inst Plan Geod	Technical University of Dresden, Institute for Planetary Geodesy	234060											
024z2rq82		A01599	U Dusseldorf	Heinrich Heine University of Dusseldorf, Germany	9170			0000000121769917				grid.411327.2	Dusseldorf		Germany	
024z2rq82	A01599	A13033	Inst Phy	University of Dusseldorf Institute of Physics	A3033											
00f7hpc57		A01600	U Erlangen-Nuremberg	Friedrich Alexander University of Erlangen-Nuremberg, Germany	9171			0000000121073311				grid.5330.5	Erlangen	Bayern	Germany	
00f7hpc57	A01600	A01601	Ast Inst	University of Erlangen-Nuremberg, Astronomical Institute	374148	Dr Remeis-Sternwarte	Universität Erlangen-Nürnberg Astronomisches Institut	0000000406032652								
00f7hpc57	A01600	A01602	Dep Phy	University of Erlangen-Nuremberg, Department of Physics	54231											
00f7hpc57	A01600	A01603	GeoCtr	University of Erlangen-Nuremberg, GeoCenter	54357	GeoZentrum Nordbayern	Friedrich-Alexander-Universitat Erlangen-Nurnberg Geozentrum Nordbayern	0000000406460729								
04cvxnb49		A01604	U Frankfurt	Goethe University of Frankfurt, Germany	9173			0000000419369721	539080		Q50662	grid.7839.5	Frankfurt am Main	Hessen	Germany	http://www.goethe-university-frankfurt.de
04cvxnb49	A01604	A01605	Dep Geos	University of Frankfurt, Department of Geosciences	124117											
04cvxnb49	A01604	A01606	Inst App Phy	University of Frankfurt, Institute for Applied Physics	236209											
04cvxnb49	A01604	A01607	Dep Phy	University of Frankfurt, Department of Physics	426449											
04cvxnb49	A01604	A01608	Inst Nuc Phy	University of Frankfurt, Institute for Nuclear Physics	54239											
04cvxnb49	A01604	A11475	Inst Theo Phy	University of Frankfurt, Institute for Theoretical Physics	A1475											
04cvxnb49	A01604	A11476	Inst Adv Stud	University of Frankfurt, Institute for Advanced Studies	A1476											
0245cg223		A01609	U Freiburg	Albert Ludwigs University of Freiburg, Germany	9174			0000000404917203	298971	124971473	Q153987	grid.5963.9	Freiburg	Baden-Württemberg	Germany	https://www.uni-freiburg.de
0245cg223	A01609	A01610	FRIAS	University of Freiburg, Institute for Advanced Studies	139255											
0245cg223	A01609	A01611	Inst Geos	University of Freiburg, Institute for Geosciences	234494											
0245cg223	A01609	A01612	Inst Phy	University of Freiburg, Institute for Physics	236182											
033eqas34		A01613	U Giessen	Justus Liebig University of Giessen, Germany	9175	Justus Liebig Universitat Giessen	University of Giessen	0000000121658627	539044	137080884	Q317053	grid.8664.c	Giessen	Hessen	Germany	https://www.uni-giessen.de/cms/welcome?set_language=en
033eqas34	A01613	A13061	Inst Phy	University of Giessen, Institute for Physics	A3061											
05gqaka33		A01614	U Halle	Martin Luther University of Halle, Germany	9176			0000000106792801				grid.9018.0	Halle		Germany	
04zc7p361		A01615	U Kassel	University of Kassel, Germany	9178			0000000110891036	18160530	131310828	Q833822	grid.5155.4	Kassel		Germany	https://www.uni-kassel.de/uni/internationales/english-version/university/about-us.html
04v76ef78		A01616	U Kiel	Christian Albrechts University of Kiel, Germany	9179			0000000121539986	552556		Q156737	grid.9764.c	Kiel		Germany	https://www.uni-kiel.de/index-e.shtml
04v76ef78	A01616	A01617	Inst Geos	University of Kiel, Institute for Geosciences	243411											
04v76ef78	A01616	A01619	Inst Phy Chem	University of Kiel, Institute of Physical Chemistry	377813											
04v76ef78	A01616	A03051	Inst Mar Res	Institute for Marine Research, Kiel	28402											
04v76ef78	A01616	A11496	ITPA	University of Kiel, Institute for Theoretical Physics and Astrophysics	A1496											
04v76ef78	A01616	A11497	IEAP	University of Kiel, Institute for Experimental and Applied Physics	A1497											
04v76ef78	A01616	A11498	IFK	University of Kiel, Institute for Pure and Applied Nuclear Physics	A1498											
03s7gtk40		A01620	U Leipzig	University of Leipzig, Germany	9180			0000000122309752	340454		Q154804	grid.9647.c	Leipzig	Sachsen	Germany	https://www.zv.uni-leipzig.de/en
03s7gtk40	A01620	A01621	Dep Phy Geos	University of Leipzig, Department of Physics and Geosciences	399752											
023b0x485		A01622	U Mainz	Johannes Gutenberg University of Mainz, Germany	9182			0000000119417111	747169	131358812	Q161982	grid.5802.f	Mainz	Rheinland-Pfalz	Germany	https://www.uni-mainz.de/eng
023b0x485	A01622	A01623	Fac Chem	University of Mainz, Faculty of Chemistry	153610											
023b0x485	A01622	A01624	Inst Geop	University of Mainz, Institute for Geophysics	54298											
023b0x485	A01622	A01625	Inst Nuc Phy	University of Mainz, Institute for Nuclear Physics	54302											
023b0x485	A01622	A01626	Inst Phy	University of Mainz, Institute for Physics	54303											
05591te55		A01627	U Munich	Ludwig-Maximilians University of Munich, Germany	9183	Ludwig-Maximilians-Universitat Munchen	LMU München	000000041936973X	252750		Q55044	grid.5252.0	Munich		Germany	https://www.en.uni-muenchen.de/index.html
05591te55	A01627	A01628	Dep Phy	University of Munich, Department of Physics	130455	Ludwig-Maximilians-Universitat Munchen Fakultat fur Physik	Ludwig-Maximilians University Munich Faculty of Physics	0000000403743862								
05591te55	A01627	A01629	Dep Geos	University of Munich, Department of Geosciences	88809											
05591te55	A01627	A11474	Inst Ast Astrop	University of Munich, Institute of Astronomy and Astrophysics	A1474											
05874db82	A01627	A11478	Excel Cluster Uni	Excellence Cluster Universe	A1478											
02kkvpp62		A01630	TU Munich	Munich University of Technology, Germany	9184			0000000123222966	349679	128488828	Q157808	grid.6936.a	Munich		Germany	http://www.tum.de
02kkvpp62	A01630	A01631	Dep Phy	Munich University of Technology, Department of Physics	84665											
05874db82	A01630	A11478	Excel Cluster Uni	Excellence Cluster Universe	A1478											
02kkvpp62	A01630	A11479	Inst Ast Phy Geod	Munich University of Technology, Institute for Astronomical and Physical Geodesy	A1479											
02kkvpp62	A01630	A11482	DGFI	German Geodetics Research Institute	A1482											
00pd74e08		A01632	U Munster	Wilhelms University of Munster, Germany	9185			0000000121729288				grid.5949.1	Münster		Germany	
00pd74e08	A01632	A01633	Inst Nuc Phy	University of Munster, Institute for Nuclear Physics	123967											
00pd74e08	A01632	A01634	Inst Plan	University of Munster, Institute for Planetology	234061											
00pd74e08	A01632	A01635	Inst Phy	University of Munster, Institute for Physics	68212											
00pd74e08	A01632	A01636	Inst Geop	University of Munster, Institute for Geophysics	72112											
00pd74e08	A01632	A11494	Inst Ast	University of Munster, Institute for Astronomy	A1494											
04qmmjx98		A01637	U Osnabruck	University of Osnabruck, Germany	9186			0000000106724366	1977668		Q702499	grid.10854.38	Osnabrück		Germany	https://www.uni-osnabrueck.de/en/home.html
03zdwsf69		A01638	U Rostock	University of Rostock, Germany	9187			0000000121858338	670437	151746678	Q159895	grid.10493.3f	Rostock		Germany	http://www.uni-rostock.de/en
04enhpe73	A01638	A03046	Atm Phy	Leibniz Institute for Atmospheric Physics	28388			0000000093297464				grid.440996.6	Ostseebad Kühlungsborn		Germany	
03xh9nq73	A01638	A03047	Baltic Sea Res	Leibniz Institute for Baltic Sea Research	28389			0000000121880463				grid.423940.8	Warnemünde		Germany	
03a1kwz48		A01641	U Tubingen	Eberhard Karls University of Tubingen, Germany	9188			0000000121901447	262301		Q153978	grid.10392.39	Tübingen		Germany	https://www.uni-tuebingen.de/en
03a1kwz48	A01641	A01642	Inst App Phy	University of Tubingen, Institute for Applied Physics	68216											
03a1kwz48	A01641	A01643	Inst Ast Astrop	University of Tubingen, Institute for Astronomy and Astrophysics	68217											
03a1kwz48	A01641	A01644	Inst Phy	University of Tubingen, Institute of Physics	68218											
03a1kwz48	A01641	A01645	Dep Geop	University of Tubingen, Department of Geophysics	88815											
032000t02		A01646	U Ulm	University of Ulm, Germany	9189			0000000419369748	5290513	127269851	Q835662	grid.6582.9	Ulm		Germany	http://www.uni-ulm.de/en
00fbnyb24		A01647	U Wurzburg	Julius-Maximilians University of Wurzburg, Germany	9190			0000000119588658	715155		Q161976	grid.8379.5	Wurzburg	Bayern	Germany	http://www.uni-wuerzburg.de/en/home
00fbnyb24	A01647	A01648	Dep Phy Ast	University of Wurzburg, Department of Physics and Astronomy	130459											
00t3r8h32		A01649	U Lubeck	University of Lubeck, Germany	9191			0000000100572672	9857257		Q317087	grid.4562.5	Lübeck	Schleswig-Holstein	Germany	http://www.uni-luebeck.de
02hssy432		A01650	ISS	Istituto Superiore di Sanita, Italy	9289			0000000091206856	25164846	143699479	Q3803682	grid.416651.1	Rome		Italy	http://www.iss.it/chis/?lang=2
00x69rs40		A01651	TU Marche	Technical University of Marche, Ancona, Italy	9294			0000000110173210	4651007		Q1084409	grid.7010.6	Ancona		Italy	http://www.univpm.it
027ynra39		A01652	U Bari	University of Bari, Italy	9295			0000000101203326	4828841	146664559	Q1236136	grid.7644.1	Bari		Italy	http://www.uniba.it/english-version
027ynra39	A01652	A01654	Dep Geo Sci	University of Bari, Department of Earth and Geo-environmental Sciences	119631	Universita degli Studi di Bari Aldo Moro Dipartimento di Scienze della Terra e Geoambientali	Universita degli Studi di Bari Dipartimento di Geologia e Geofisica	0000000417608469								
027ynra39	A01652	A01730	CNR Bari	Italian National Research Council, Bari	117063	Consiglio Nazionale delle Ricerche Area della Ricerca di Bari	CNR di Bari	0000000417562958								
027ynra39	A01652	A02461	Dep Phy	Inter-University Department of Physics	274275	Universita degli Studi di Bari Dipartimento Interateneo di Fisica Michelangelo Merlin	University of Bari Intercollegiate Department of Physics	0000000417745949								
01111rn36		A01656	U Bologna	University of Bologna, Italy	9296			0000000417571758	263329	155886025	Q131262	grid.6292.f	Bologna	Emilia-Romagna	Italy	http://www.unibo.it/en
01111rn36	A01656	A01658	Dep Chem	University of Bologna, Department of Chemistry	201782											
01111rn36	A01656	A01659	Dep Phy Ast	University of Bologna, Department of Physics and Astronomy	224925											
002hc6y19	A01656	A03970	Ast Obs Bologna	Astronomical Observatory of Bologna	119634	Osservatorio astronomico di Bologna	Astronomical Observatory of Bologna	0000000122014209				grid.437044.0	Bologna		Italy	
