ROR	parent	child	short_name	canonical_name	Ringgold_id	alt_name	alt_name2	ISNI	Orgref	VIAF	Wikidata	Grid	City	State	Country	URL
00zyh6d22		A05348	Hakim Sabzevari U	Hakim Sabzevari University, Iran	185150	Hakim Sabzevari University	Tarbiat Moallem University of Sabzevar	0000000403825454	34656914		Q2817327	grid.440786.9	Sabzawār		Iran	http://www.hsu.ac.ir/en
03ddeer04		A05349	U Qom	University of Qom, Iran	185151	University of Qom		0000000403825577	5726025		Q4115886	grid.440822.8	Qom		Iran	http://qom.ac.ir
01md3zk31		A05350	Kyrgyzstan NAS	Kyrgyzstan National Academy of Sciences	185179			0000000403827249	47000273			grid.472611.7	Bishkek		Kyrgyzstan	
020qfzf72		A05351	Kyrgyz-Russ Slav U	Kyrgyz-Russian Slavic University	185185	Kyrgyz-Russian Slavic University	KRSU	0000000403827767								
01c9f4y89		A05352	Kyrgyz St Tech U	Kyrgyz State Technical University	185186	Kyrgyz State Technical University named after Iskhak Razzakov	KSTU	0000000106996070	13784940	149297523	Q6452356	grid.444376.6	Bishkek		Kyrgyzstan	http://kstu.kg
		A05353	U Jakarta	University of Jakarta, Indonesia	185786	Universitas Jakarta	Jakarta University	0000000403862888								
04eehsy38		A05354	TU Kenya	Technical University of Kenya	185936	Technical University of Kenya	Kenya Polytechnic University College	0000000417626878	38529530		Q7692311	grid.449700.e	Nairobi		Kenya	http://www.tukenya.ac.ke
		A05355	U Shumen	University of Shumen, Bulgaria	185980	Konstantin Preslavsky University		0000000403874635								
002wcjr61		A05356	SW U Neofit Rilski	South West University Neofit Rilski, Bulgaria	185981	Ugozapeden Universitete Neophit Rilski	South West University Neofit Rilski	0000000403874723	4411281		Q2380350	grid.17041.33	Blagoevgrad	Blagoevgrad	Bulgaria	http://www.swu.bg
05xzaq362		A05357	SKSU	South Kazakhstan State University	186041	M O Auezov atyndagy Ontustik Kazakstan memlekettik universiteti	M O Auezov South Kazakhstan State University	0000000403878476								
01rn0fp76		A05358	KBTU	Kazakhstan British Technical University, Almaty	186049	Kazakh British Technical University		0000000403879110	32405172		Q1734762	grid.443463.2	Almaty		Kazakhstan	http://www.kbtu.kz/en
057mvv518		A05359	UFRB	Federal University of Reconcavo, Brazil	186074			0000000403881982	38763800		Q6614109	grid.440585.8	Cruz das Almas		Brazil	http://www.ufrb.edu.br
0282m7c06		A05360	U Banja Luka	University of Banja Luka, Bosnia	186630	Univerzitet u Banjoj Luci	University of Banja Luka	0000000099719023	5131453	148091513	Q1587312	grid.35306.33	Banja Luka		Bosnia and Herzegovina	http://unibl.org
02sehzp52		A05361	BSUIR	Belarusian State University of Informatics and Radioelectronics	186710	Belorusskij gosudarstvennyi universitet informatiki i radioelektroniki	Belarusian State University of Informatics and Radioelectronics	0000000102319363	1409370	152607881	Q816145	grid.78074.3c	Minsk		Belarus	http://www.bsuir.by/index.jsp?resid=100229&lang=en
05rr3y439		A05362	FU Georgia	Free University of Georgia, Georgia	186959	Free University of Tbilisi	ESM-Tbilisi	0000000091928285	33283033	134677645	Q3648053	grid.440919.1	Tbilisi		Georgia	http://freeuni.edu.ge/en
00aamz256		A05363	TU Georgia	Technical University of Georgia, Georgia	186968	Technical University of Georgia	Georgian Technical University	0000000107021187	1366791	147596065	Q1425119	grid.41405.34	Tbilisi	Tbilisi	Georgia	http://www.gtu.ge
02bjhwk41		A05364	UGA Tbilisi	University of Georgia, Tbilisi, Georgia	186969	University of Georgia	Georgian University of Social Sciences	0000000095649822	7929556		Q1509484	grid.264978.6	Tbilisi	Tbilisi	Georgia	http://www.ug.edu.ge
03hjqxp26	A05364	A05189	UGA SkIO	University of Georgia, Tbilisi, Skidaway Institute of Oceanography	124314	Skidaway Institute of Oceanography	SkIO	0000000106731486	11535022	268861649	Q14686831	grid.263708.8	Savannah	Georgia	United States	http://www.skio.uga.edu
02vxngq63		A05365	Latvian Ac Sci	Latvian Academy of Sciences	187007	Latvijas Zinatnu akademija	LAS	0000000109437370				grid.419207.9	Riga		Latvia	
02vxngq63	A05365	A11449	Ventspils IRAC	Ventspils International Radio Astronomy Center	A1449											
018ze3r73		A05366	Anambra St U	Anambra State University, Nigeria	187024			0000000089599937	29290090	130595450	Q4751185	grid.442665.7	Ihiala		Nigeria	https://coou.edu.ng
0040zx077		A05367	Geop Inst Peru	Geophysical Institute of Peru	187039			0000000417554982	47000216			grid.494525.b	Perugia		Italy	
010ywy128		A05368	IIAP	Instituto de Investigacion de la Amazonia, Peru	187047			0000000121774732				grid.493484.6	Iquitos		Peru	
		A05369	CONIDA Peru	National Commission for the Investigation and Development of Space, Peru	187076											
018jjaw76		A05370	UIK Tiaret	Universite Ibn Khaldoun Tiaret, Algeria	187109											
02drrjp49		A05371	U Montenegro	University of Montenegro	187153	Univerzitet Crne Gore	University of Montenegro	0000000121820188	5131854	149370687	Q1786067	grid.12316.37	Podgorica	Podgorica	Montenegro	http://www.ucg.ac.me/eng
03f27y887		A05372	Natl U Asuncion	National University of Asuncion, Paraguay	187173			0000000122895077				grid.412213.7	San Lorenzo		Paraguay	
00mm4ys28		A05373	Bitlis Eren U	Bitlis Eren University, Turkey	187434			0000000403992965	38624495	305281578	Q16827443	grid.448551.9	Bitlis		Turkey	http://www.bitliseren.edu.tr/default.aspx
01zhwwf82		A05374	Kirklareli U	Kirklareli University, Turkey	187469			0000000405959528	38650069		Q6454746	grid.411047.7	Kırıkkale		Turkey	http://www.kku.edu.tr
05rrfpt58		A05375	Ahi Evran U	Ahi Evran University, Turkey	187470			0000000403995752	38654481	285726443	Q6088997	grid.411224.0	Kırşehir		Turkey	http://www.ahievran.edu.tr
05ptwtz25		A05376	Siirt U	Siirt University, Turkey	187476			0000000403996093	38617763		Q7513486	grid.449212.8	Siirt		Turkey	http://www.siirt.edu.tr
04b5zca04		A05377	DIIT	Dnipropetrovsk National University of Railway Transport, Ukraine	187483	Dnipropetrovs'kij natsionalnyj universitet zaliznichnogo transportu	Dniepropetrovsk National University of Railway Transport	0000000403996771	40074799		Q4163239	grid.445395.a	Dnipro		Ukraine	http://www.diit.edu.ua
00yp5c433		A05378	Kharkiv Tech U	Kharkiv Technical University, Ukraine	187485	Natsional'nij tekhnichnij universitet Kharkivs'kij politekhnichnij institut	Kharkiv Polytechnical Institute	0000000403996958	8265261	172916019	Q1164068	grid.18192.33	Kharkiv		Ukraine	http://www.kpi.kharkov.ua
00syn5v21		A05379	Kiev Tech U	Kiev Technical University, Ukraine	187495			000000040399838X	3048933		Q85449	grid.440544.5	Kiev		Ukraine	http://kpi.ua
02zjp8848		A05380	Lesya Ukr EENU	Lesya Ukrainka Eastern European National University, Ukraine	187498	Volins'kij natsional'nij universitet imeni Lesi Ukrainki	Lesya Ukrainka Eastern European National University	0000000403998646	37579543		Q43659	grid.448950.4	Lutsk		Ukraine	http://eenu.edu.ua
04ymc1w90		A05381	Makarov NUS	Admiral Makarov National University of Shipbuilding, Ukraine	187500	Natsional'nij universitet korablebuduvannya imeni admirala Makarova	Admiral Makarov National University of Shipbuilding	0000000096714606	15050806	305185074	Q348791	grid.440519.d	Mykolayiv		Ukraine	https://web.archive.org/web/20110209130900/http://www.nuos.edu.ua:80/en
04748z305		A05382	Simferopol TNU	Simferopol Tavrian National University, Ukraine, Uzbekistan	187505	Tavricheskij natsionalnyj universitet imeni V I Vernadskogo	M V Frunze State University	0000000106983878	23960366	151235648	Q1517401	grid.412629.a	Simferopol		Ukraine	http://tnu.edu.ua
		A05383	Tashkent St Ped U	Tashkent State Pedagogical University, Russia	187888	State Pedagogical Institute of Tashkent Region		0000000404028158								
01xgfaw76		A05384	Uzbekistan NAS	Uzbekistan National Academy of Sciences	187919	O'zbekiston Respublikasi Fanlar Akademiiyasi	Akademii Nauk Respubliki Uzbekistan	000000012110259X	34764565	126216179	Q2637170	grid.419209.7	Tashkent		Uzbekistan	http://www.academy.uz
01xgfaw76	A05384	A11457	Ast Inst	Uzbekistan National Academy of Sciences, Astronomical Institute	A1457											
011647w73		A05385	Natl U Uzbek	National University of Uzbekistan	187925	Mirzo Ulug'bek nomidagi O'zbekiston Milliy universiteti	National University of Uzbekistan after Mirzo Ulugbek	0000000404031488	23272580		Q651133	grid.23471.33	Tashkent		Uzbekistan	http://www.nuu.uz
00qsyw664		A05386	Istanbul Aydin U	Istanbul Aydin University, Turkey	187981			0000000404036369	36578467		Q6088582	grid.449300.a	Istanbul		Turkey	http://www.aydin.edu.tr
02rb21j89		A05387	IISER Bhopal	Indian Institute of Science Education and Research, Bhopal	189785	Indian Institute of Science Education and Research Bhopal	IISER Bhopal	0000000417638131				grid.462376.2	Bhopal	India		
02rh4fw73		A05388	U MN Rochester	University of Minnesota, Rochester	190036	University of Minnesota Rochester		0000000404182868	1424975		Q7895805	grid.440713.5	Rochester	Minnesota	United States	http://www.r.umn.edu
01xe86309		A05389	INPA	National Institute of Amazonian Research, Brazil	191073			0000000404270577	3200848		Q1636101	grid.419220.c	Manaus		Brazil	http://www.inpa.gov.br
05nj8rv48		A05390	U Trnava	University of Trnava, Slovakia	193038			0000000112121596	15079768		Q2585282	grid.412903.d	Trnava		Slovakia	http://www.truni.sk
02r2k1c68		A05391	NISER	National Institute of Science Education and Research, Bhubaneswar, India	193155	National Institute of Science Education and Research	Institute of Physics Campus	000000041764227X	7535321		Q3595326	grid.419643.d	Bhubaneswar	Orissa	India	http://www.niser.ac.in
		A05392	Ind Inst Phy	Indian Institute of Physics, Bhubaneswar	193156	National Institute of Science Education and Research School of Physics		0000000417642325								
028qa3n13		A05393	IISER Pune	Indian Institute of Science Education and Research, Pune	193158	Indian Institute of Science Education Research Pune	IISER P	0000000417642413				grid.417959.7	Pune	Maharashtra	India	
01pe3t004		A05394	IISER TVM	Indian Institute of Science Education, Trivandrum	193159	Indian Institute of Science Education Research Thiruvananthapuram	College of Engineering Trivandrum Campus	0000000417642464				grid.462378.c	India			
0077k1j32		A05395	MNIT Jaipur	Malaviya National Institute of Technology, Jaipur, India	193160	Malaviya National Institute of Technology	Malaviya Regional Engineering College	0000000417642536				grid.444471.6	Jaipur	Rajasthan	India	
		A05396	GSP	Geological Survey of Pakistan	194785	Geological Survey of Pakistan		0000000404471790	5027448	153014361	Q5535321					http://www.gsp.gov.pk
		A05397	Masdar IST	Masdar Institute of Science and Technology, UAE	194903	Masdar Institute of Science and Technology		0000000417552442	15851261		Q4117960	grid.419469.7				http://www.masdar.ac.ae
		A05398	LCRSSS	Libyan Center for Remote Sensing and Space Science, Egypt	194912	Libyan Center for Remote Sensing and Space Science	LCRSS	0000000404477965								
05fr5y859		A05399	U Biskra	University of Biskra, Algeria	195051			0000000404488736	42851914		Q12204532	grid.442402.4	Biskra		Algeria	http://univ-biskra.dz
0558j5q12		A05400	TU Bucharest	Technical University of Bucharest, Romania	195061			000000012109901X	1243036	131517226	Q1465448	grid.4551.5	Bucharest		Romania	http://www.upb.ro
		A05401	BelGIM	Belarusian State Institute of Metrology	195542	Belorusskaja gosudarstvennaja institut meteorologii	Belarussian State Institute of Metrology	0000000098066163								
00cwrns71		A05402	IIST	Indian Institute of Space Science and Technology, Kerala	195697	Indian Institute of Space Science and Technology	IIST	0000000417561568	11407556		Q1339553	grid.418654.a	Bengaluru		India	http://www.iist.ac.in
04ry0c837		A05403	CPRM	Mineral Resources Research Company, Brazil	196593	CPRM	Companhia de Pesquisa de Recursos Minerais	0000000121755929				grid.452625.2	Rio de Janeiro		Brazil	
01cc3fy72		A05404	Basque Found Sci	Basque Foundation for Science, Spain	197447											
02e24yw40	A05404	A05405	DIPC	Donostia International Physics Center	226245	Donostia International Physics Center	DIPC	0000000417683100	9254099		Q3196104	grid.452382.a	San Sebastian		Spain	http://dipc.ehu.eus
01rw3qm79		A05406	Hanoi U Min Geo	Hanoi University of Mining and Geology, Vietnam	197939	Hanoi University of Mining and Geology	HUMG	000000040470390X	39224676		Q10829093	grid.440780.f	Hanoi		Vietnam	http://www.humg.edu.vn/vi
03gq1d339		A05407	U Ngaoundere	Universite de Ngaoundere, Cameroon	198775			0000000091697229	25549150		Q3551655	grid.440604.2	Ngaoundéré		Cameroon	http://www.univ-ndere.cm
00tt5kf04		A05408	U Brazzaville	Universite Marien Ngouab, Brazzaville	198804			0000000109415235	15767692	132455375	Q3551438	grid.442828.0	Brazzaville		Republic of the Congo	http://www.umng.cg
03q098e53		A05409	CRAAG Algeria	Center of Research in Astronomy Astrophysics and Geophysics, Algeria	198807			0000000404754774				grid.463182.a	Algiers		Algeria	
01468by48		A05410	INFLPR	National Institute for Laser Plasma and Radiation Physics, Bucharest	198823			0000000404755806	47000277			grid.435167.2	Bucharest		Romania	
03kh2rb68		A05411	ENS Kouba	Ecole Normale Superieure de Kouba, Algeria	199776											
05h279t85		A05412	Vatican Obs	Vatican Observatory	199790	Specola Vaticana	Vatican Observatory	0000000122621033								
0123ma395		A05413	Fujikura	Fujikura Ltd, Japan	199791	Kabushiki Kaisha Fujikura	Fujikura Ltd	000000010660732X				grid.471143.4	Tokyo		Japan	
02shmve39		A05414	Mong UST	Mongolian University of Science and Technology	199798	Mongolian University of Science and Technology	Mongolian Technical University	0000000121917895	19768909	156209985	Q2370318	grid.440461.3	Ulan Bator		Mongolia	http://www.must.edu.mn
00k7h5c65		A05415	ININ	National Institute of Nuclear Research, Mexico	199800	Instituto Nacional de Investigaciones Nucleares	ININ	0000000123005515	47000193	167835579		grid.419194.0	Ocoyoacac		Mexico	
05qcjpk30		A05416	Bashkir St Ped U	Bashkir State Pedagogical University, Russia	199811			0000000404825835				grid.446195.b	Ufa		Russia	
04bccg972		A05417	Tajik St Natl U	Tajik State National University, Tajikistan	199818	Tajik State National University		0000000404826221	21209938	305173554	Q1528756	grid.443574.5	Dushanbe		Tajikistan	http://www.tnu.tj
00qk1f078		A05418	Dnipro Natl U	Dnipropetrovsk National University, Ukraine	199830	Dnipropetrovsk National University	Dniepropetrovsk National University	0000000103681727	21130818	154963784	Q1989628	grid.412033.7	Dnipro		Ukraine	http://dnu.dp.ua
01b62sk68		A05419	Natl Auto Hwy U	National Automobile and Highway University, Kharkiv, Ukraine	199833	Kharkiv National Automobile and Highway University	Kharkov National Automobile and Highway University	0000000404827259	37696108		Q56826	grid.445523.1	Kharkiv		Ukraine	http://www.khadi.kharkov.ua
		A05420	Egypt Ac Sci	Egyptian Academy of Sciences	200007	Jordanian Center of Excellence for Public University Library Services	Center of Excellence for Jordanian Public University Libraries	0000000404840832								
05f11g639		A05421	IIIT Hyderabad	International Institute of Information Technology Hyderabad, India	200198	International Institute of Information Technology Hyderabad	IIIT Hyderabad	0000000417597632				grid.419361.8	Hyderabad	India		
02gjqpv16		A05422	MASCIR	Moroccan Foundation for Advance Science Innovation and Research	200224	Moroccan Foundation for Advance Science Innovation and Research	MASCIR	0000000404859592				grid.463497.b	Rabat	Morocco		
		A05423	ENS Rabat	Ecole Normale Superieure Rabat, Morocco	200937											
012g45386		A05424	PNG U Tech	Papua New Guinea University of Technology	201268	Papua New Guinea University of Technology	UNITECH	0000000419372146	2147063	124937785	Q890684	grid.449217.d	Lae		Papua New Guinea	http://www.unitech.ac.pg
02k92ks68		A05425	Huanghuai U	Huanghuai University, China	201391	Huanghuai University	HHU	0000000417610120				grid.459575.f	Zhumadian		China	
057wkj006		A05426	CBS Mumbai	Center for Excellence in Basic Science, Mumbai, India	201492	Centre for Excellence in Basic Science	CBS	0000000417613305	21161479		Q5059631	grid.452882.1	Mumbai	Maharashtra	India	http://cbs.ac.in
0583jne22		A05427	NWRA	NorthWest Research Associates, Washington	201959	NorthWest Research Associates Inc	NWRA	0000000404967059				grid.274356.1	Redmond	Washington	United States	
0583jne22	A05427	A11148	NWRA Boulder	NorthWest Research Associates, Boulder	A1148											
		A05428	ITER	ITER, Spanish Institute of Tecnology and Renewable Energies	202010											
	A05428	A11294	INVOLCAN	Volcanology Institute of the Canary Islands	A1294											
040a2r459		A05429	Belarus NTU	Belarusian National Technical University	202038	Belorusskij nacional'nyj tehniceskij universitet	Belarusian National Technical University	0000000091241520	12379202	154979777	Q815268	grid.9427.8	Minsk		Belarus	http://en.bntu.by
02nbj1r55		A05430	USTO	University of Science and Technology of Oran Mohamed Boudiaf, Algeria	202108			0000000404976350				grid.442511.7	Oran		Algeria	
02rzqza52		A05431	UFAS	Ferhat Abbas Setif 1 University, Algeria	202111			0000000417621954	47000363			grid.411305.2	Sétif		Algeria	
		A05432	Wloclawek U Tech	Wloclawek University of Technology, Poland	202831											
04a2rz655		A05433	RMUT	Rajamangala University of Technology Isan, Thailand	202946	Rajamangala University of Technology Isan	Rajamakala University of Technology Isan	0000000405042111	47000306			grid.443999.a	Nakhon Ratchasima		Thailand	
04jt46d36		A05434	PSAU	Prince Sattam bin Abdulaziz University, Saudi Arabia	204568			0000000404415588	34183859		Q12204394	grid.449553.a	Al-Kharj		Saudi Arabia	https://www.psau.edu.sa/en
00675rp98		A05435	CNRST Morocco	National Center for Science and Technology Research, Morocco	204579	Centre National pour la Recherche Scientifique et Technique	CNRST	0000000404416417				grid.423788.2	Rabat		Morocco	
		A05436	IMIST	Moroccon Institute for Scientific and Technical Research	204580	Institut Marocain de l'Information Scientifique et Technique	IMIST	0000000404416476								
059x8vm09		A05437	Gujarat Tech U	Gujarat Technological University, India	207607	Gujarat Technological University		0000000417657930	27434656		Q5617027	grid.419037.8	Ahmedabad		India	http://www.gtu.ac.in
03qnpty21		A05438	JNVU	Jai Narain Vyas University, India	208293	Jai Narain Vyas University	Jai Narayan Vyas University	0000000097650659	4646975	265855046	Q6123424	grid.444505.4	Jodhpur	Rajasthan	India	http://www.jnvu.co.in
		A05439	RPMC	Raja Peary Mohan College, India	208869	Raja Rammohan Roy Mahavidyalaya		0000000417692277								
0442pkv24		A05440	CHARUSAT	Charotar University of Science and Technology, India	209195	Charotar University of Science and Technology	CHARUSAT	0000000417710527								
		A05441	GCS Raipur	Government College of Science, Raipur, India	209197	Government College of Science		0000000417710631								
		A05442	SB Coll	Saint Berchmans College, Changanassery, India	209555	Saint Berchmans College		0000000121117978	2495815	124027135	Q7587279					http://www.sbcollege.ac.in
00mh7ne83		A05443	Fergusson Coll	Fergusson College, India	209969	Fergusson College		0000000417755688	1382524	140148931	Q5444268	grid.452428.d	Pune	Maharashtra	India	http://www.fergusson.edu
03yb2hp88		A05444	U Bejaia	University of Bejaia, Algeria	210392			0000000106907656	32944914		Q1117434	grid.442401.7	Béjaïa		Algeria	http://univ-bejaia.dz
		A05445	DJ Coll Baraut	Digambar Jain College, Baraut, India	210687	Digambar Jain College		0000000417662721								
		A05446	Haryana Eng Coll	Haryana Engineering College, India	210722	Haryana Engineering College	HEC	0000000417664372								
		A05447	Khalsa Coll	Khalsa College, India	210770	Khalsa College for Women		0000000417666853								
00b93bs30		A05448	AAS	American Astronomical Society, Washington DC	211061	American Astronomical Society		0000000404784754				grid.298902.8	Washington D.C.	District of Columbia	United States	
		A05449	Meerut Coll	Meerut College, India	211273	Meerut College		000000009040114X	32314137	267302697	Q6807705					http://www.meerutcollege.org
		A05450	VHNSNC	Virudhnagar Hindu Nadars Senthikumara Nadar College, India	211435	Virudhnagar Hindu Nadars' Senthikumara Nadar College	VHNSN College	0000000417690773								
055v9fh02		A05451	LNA Brazil	National Laboratory of Astrophysics, Brazil	211670			0000000404804831				grid.472887.6	Itajubá		Brazil	
		A05452	GC Thiruvananthapuram	Government College Thiruvananthapuram, Kerala, India	211880	Government College		0000000417714958								
04h1w2j35		A05453	MMM U Tech	Madan Mohan Malaviya University of Technology, Gorakhpur, India	211922	Madan Mohan Malaviya University of Technology	Madan Mohan Malaviya Engineering College	0000000417718190	1079380	145147758	Q12445070	grid.449043.e	Gorakhpur	Uttar Pradesh	India	http://www.mmmut.ac.in
		A05454	RBS Coll	Raja Balwant Singh College, India	211958	Raja Balwant Singh College	RBS College	0000000088728055	10364202	129137987	Q7285407					http://www.fetrbs.org
		A05455	Barasat Gov Coll	Barasat Government College, West Bengal, India	212022	Barasat Government College		0000000417725390	6626744		Q4858451					http://www.bgc.org.in
01ejxf797		A05456	U Mhd I Oujda	University Mohammed I Oujda, Morocco	212165			0000000417728348				grid.410890.4	Oujda		Morocco	
03ttqt747		A05457	Montana Tech	Montana Tech	213006	Montana Tech of The University of Montana Highlands College	Butte Vo-Tech	0000000404875875								
01x3jjv63		A05458	Uzhgorod Natl U	Uzhgorod National University, Ukraine	213429	Uzhgorods'kij natsionalnij universitet	Uzhgorod National University	0000000404908008	47000375			grid.77512.36	Uzhhorod		Ukraine	
		A05459	Natl Cart Ctr	National Cartographic Center, Iran	213477	National Cartographic Center		0000000404908876								
		A05460	DAV Coll	Dayanand Anglo Vedic Colleges, India	214267	Dayanand Anglo Vedic College Trust and Management Society	DAV College Trust and Management Society	0000000417746749								
05m235j20		A05461	CNPEM	Brazilian National Center of Research in Energy and Materials	215006	Centro Nacional de Pesquisa em Energia e Materiais	ABTLuS	0000000404450877				grid.452567.7	Campinas		Brazil	
01tm0rr86		A05462	Fukui U Tech	Fukui University of Technology, Japan	215108	Fukui Kogyo Daigaku	Fukui University of Technology	000000009829078X	4743453	145657273	Q5507658	grid.440871.e	Fukui-shi		Japan	http://www.fukui-ut.ac.jp
05nmttp70		A05463	CONAE Arg	National Space Activities Commission, Argentina	215194			0000000096498309	3526793		Q1114726	grid.462026.4	Buenos Aires		Argentina	http://www.conae.gov.ar
05nmttp70	A05463	A05464	Arg Antarc Inst	Argentinian Antarctic Institute	215195	Direccion Nacional del Antartico	Argentinian Antarctic Institute	0000000122985902								
		A05465	Peruvian Inst Ast	Peruvian Institute for Astronomy	215272	Instituto Peruano de Astronomia	IPA	0000000404466203								
02jgsf398		A05466	Wuhan Textile U	Wuhan Textile University, China	216798	Wuhan Textile University	WTU	0000000417659039	47000382			grid.413242.2	Wuhan		China	
04vd28p53		A05467	U Enna Kore	University of Enna Kore, Italy	217140			000000040460360X	4854731		Q1481995	grid.440863.d	Enna		Italy	http://www.unikore.it
04nn0sh76		A05468	Mogilev St U	Mogilev State University, Belarus	218432	Mogulevskij gosudarstvennyj universitet imeni A A Kuleshova	Mogilev State University	0000000404713665	35151908		Q2858236					http://www.msu.mogilev.by
		A05469	Una U Ctr	Una University Center, Brazil	218459											
05dybt340		A05470	CRC	Communications Research Center, Canada	219734	Communications Research Canada	Centre de recherches sur les communications Canada	0000000121762993	5956200	144850966	Q2945478	grid.424140.7	Ottawa	Ontario	Canada	http://www.crc.gc.ca
038mvjn28		A05471	U Magdalena	University of the Magdalena, Colombia	220069	Universidad del Magdalena	University of the Magdalena	000000009962274X	22577236		Q7895650	grid.442029.9	Santa Marta		Colombia	http://www.unimagdalena.edu.co
0405nh111		A05472	BAW	Federal Agency of Water Management, Austria	220266			0000000404852905				grid.451537.1	Vienna		Austria	
		A05473	NHM Frankfurt	Natural History Museum, Frankfurt, Germany	220778	Senckenberg Forschungsinstitut und Naturmuseum Frankfurt		0000000404876990								
00xmqmx64		A05474	BiK-F Frankfurt	Biodiversity and Climate Research Center, Frankfurt, Germany	220779			0000000109440975				grid.438154.f	Frankfurt am Main		Germany	
04b8j4a33		A05475	PWRI	Public Works Research Institute, Japan	222644	Dokuritsu Gyosei Hojin Doboku Kenkyujo	Public Works Research Institute	0000000095138387				grid.472015.5	Tsukuba		Japan	
02wbrth70		A05476	Fatih U	Fatih University, Turkey	223270			0000000106886613				grid.411137.1	Istanbul		Turkey	
		A05477	Natl Mus Wales	National Museum of Wales, UK	223773	Museums Archives and Libraries Wales	CyMAL	0000000105745616								
		A05478	SD Coll	Sanatan Dharma Colleges, India	224888	Sanatan Dharma College Association		0000000417666079								
00jgcnx83		A05479	Nuc Mat Auth	Nuclear Materials Authority, Egypt	226164			0000000404501611				grid.466967.c	Cairo		Egypt	
		A05480	IFISC	Instituto de Fisica Interdisciplinar y Sistemas Complejos, Spain	226248											
010310r32		A05481	FTMC	Vilnius Center for Physical Sciences and Technology, Lithuania	226274	Fiziniu ir technologijos mokslu centras	Center for Physical Sciences and Technology	0000000404512388	47000109			grid.425985.7	Vilnius		Lithuania	
		A05482	ENS Fes	Ecole Normale Superieure Fes, Morocco	226278											
		A05483	Chouaib Doukkali U	Chouaib Doukkali University, Morocco	226279											
04cnscd67		A05484	U Moulay Ismail	University Moulay Ismail, Morocco	226281			000000012303077X	47000223	169573478		grid.10412.36	Meknes		Morocco	
05mm0yv21		A05485	NNSPU	Novgorod Pedagogical State University, Russia	226300	Nizhegorodskij gosudarstvennyj pedagogicheskij universitet imeni M Gor'kogo	Nizhny Novgorod State Pedagogical University	0000000110933101				grid.77612.35	Nizhny Novgorod		Russia	
		A05486	RAS St P	RAS, Russian Academy of Sciences, Saint Petersburg, Russia	226301											
05m2n8847	A05486	A05487	IAO	RAS St P, Zuev Institute of Atmospheric Optics	104736	Institut optiki atmosfery imeni V E Zueva SO RAN	IAO SB RAS	0000000406382644				grid.435125.4	Tomsk		Russia	
	A05486	A05488	IAA	RAS St P, Institute of Applied Astronomy	124201											
047pt5178	A05486	A05489	IPME	RAS St P, Institute of Problems of Mechanical Engineering	133918			0000000096554278	47000176	142618505		grid.462405.1	Saint Petersburg		Russia	
05m4hh157	A05486	A05490	Pulkovo Obs	RAS St P, Central Astronomical Observatory, Pulkovo	133956			0000000091688058	982701		Q845924	grid.437494.9	Saint Petersburg		Russia	
05dkdaa55	A05486	A05491	Ioffe IPT	RAS St P, Ioffe Institute of Physics and Technology, Saint Petersburg	68635			0000000405488017				grid.423485.c	Saint Petersburg		Russia	
02n3d5p55		A05492	Yaroslavl St Ped U	Yaroslavl State Pedagogical University, Russia	226303											
02mfp0b67		A05493	NCTS Taiwan	National Center for Theoretical Sciences, Taiwan	226315	National Center for Theoretical Sciences	NCTS	0000000090605564				grid.468468.0	Taipei		Taiwan	
0542q3127		A05494	Lviv Tech U	Lviv Technical University, Ukraine	226328			0000000112801647	644256		Q1817355	grid.10067.30	Lviv		Ukraine	http://www.lp.edu.ua
0360g3z42		A05495	HNUE	Hanoi National University of Education, Vietnam	226333	Hanoi National University of Education		0000000404518149	16102704		Q5649329	grid.440774.4	Hanoi		Vietnam	http://portal.hnue.edu.vn/portal/page/portal/dhsphn_en
01x2x1522		A05496	HIP	Helsinki Institute of Physics, Finland	226340	Fysiikan tutkimuslaitos	Helsinki Institute of Physics	0000000111062387				grid.470106.4	Helsinki		Finland	
05kph4940	A05496	A05497	HIIT	Helsinki Institute for Information Technology	313327	Aalto University Helsinki Institute for Information Technology	Forskningsinstitutet för informationsteknologi HIIT	0000000405309461								
		A05498	Bur Long	Bureau des Longitudes, France	226363	Bureau des Longitudes	Office of Longitudes	000000012288831X								
04qs5en05		A05499	W Bengal St U	West Bengal State University, Calcutta, India	226400	West Bengal State University		000000041768519X	17715870	251109090	Q13058508	grid.419478.7	Kolkata	West Bengal	India	http://www.wbsubregistration.org
		A05500	Gurucharan Coll	Gurucharan College, India	226420	Gurucharan College	GC College	0000000417686563	18008081		Q5620461					http://www.gurucharancollege.ac.in
019ehh677		A05501	Cotton Coll	Cotton College, India	226427	Cotton College		0000000102448958								
		A05502	JGEC	Jalpaiguri Government Engineering College, India	226432	Jalpaiguri Government Engineering College	JGEC	0000000417687646								
026vvkz19		A05503	CNISM	Interuniversity Consortium for the Sciences of Physical Matter, France	226471	Consorzio Interuniversitario per le Scienze Fisiche della Materia	CNISM	0000000417690159				grid.25996.31	Rome		Italy	
026vvkz19	A05503	A11379	CIFS	Interuniversity Consortium for Space Physics	A1379											
02egfyg20		A05504	CCAST	China Center of Advanced Science and Technology	226515	China Center of Advanced Science and Technology	CCAST	0000000103181175	21360111	154039271	Q5099621	grid.464262.0	Beijing		China	http://www.ccast.ac.cn
