ROR		parent	child	short_name	canonical_name	Ringgold_id	long_name	URL	ISNI	Wikidata	Grid	?	City	State	Country
			A00078	KNAW	Koninklijke Nederlandse Academie van Wetenschappen	1189	Koninklijke Nederlandse Academie van Wetenschappen	KNAW	0000000120374614				grid.450166.0	Nederlands Instituut voor Wetenschappelijke Informatiediensten	Amsterdam
			A00079	VU Amsterdam	Free University of Amsterdam, Netherlands	1190	Vrije Universiteit Amsterdam	Free University	0000000417549227	324167		Q1065414	grid.12380.38	VU University Amsterdam	Amsterdam
		A00079	A00080	Dep Ear Sci	Free University of Amsterdam, Department of Earth Sciences	416511	Vrije Universiteit Amsterdam Department of Earth Sciences	VU University Amsterdam Department of Earth Sciences	0000000446841251						
		A00079	A11237	Dep Phy Ast	Free University of Amsterdam, Department of Physics and Astronomy	A1237									
			A00081	U Amsterdam	University of Amsterdam, Netherlands	1234	Universiteit van Amsterdam	University of Amsterdam	0000000084992262	546160	154267773	Q214341	grid.7177.6	University of Amsterdam	Amsterdam
		A00081	A00082	Inst Phy	University of Amsterdam, Institute of Physics	226185	Universiteit van Amsterdam Instituut voor Fysica	Universiteit van Amsterdam IHEF	000000040450373X						
		A00081	A11238	API	University of Amsterdam, Anton Pannekoek Institute for Astronomy	A1238									
			A00083	USFWS	U.S. Fish and Wildlife Service	1244	US Fish and Wildlife Service	USFWS	0000000122908405	75289	133611990	Q674113	grid.462979.7	United States Fish and Wildlife Service	Falls Church
			A00084	U MI	University of Michigan	1259	University of Michigan	U-M	0000000419367347	31740	150312895	Q230492	grid.214458.e	University of Michigan–Ann Arbor	Ann Arbor
035wtm547	A00084	A00085	Dearborn	University of Michigan, Dearborn	14711	University of Michigan Dearborn	UM Dearborn	0000000121547652	848086		Q7895782	grid.266717.3	University of Michigan–Dearborn	Dearborn
01c3xc117	A00084	A00086	Flint	University of Michigan, Flint	14712	University of Michigan Flint	UM Flint	0000000091345741	450827		Q7895785	grid.48950.30	University of Michigan–Flint	Flint
		A00084	A00087	Dep Phy	University of Michigan, Department of Physics	242913	University of Michigan Department of Physics		0000000404923881						
		A00084	A11079	Dep Ast	University of Michigan, Department of Astronomy	A1079									
		A00084	A11080	Rad Ast Obs	University of Michigan, Radio Astronomy Observatory	A1080									
		A00084	A11081	SPRL	University of Michigan, Space Physics Research Laboratory	A1081									
		A00084	A11082	AOSS	University of Michigan, Department of Atmospheric Oceanic and Space Sciences	A1082									
		A00084	A11083	Dep Geo Sci	University of Michigan, Department of Geological Sciences	A1083									
			A00088	US EPA	U.S. Environmental Protection Agency	1260	US Environmental Protection Agency	EPA	0000000122154156	58666	197587356	Q460173	grid.418698.a	Environmental Protection Agency	Washington D.C.
		A00088	A00089	Res Tri Park	U.S. Environmental Protection Agency, Research Triangle Park, North Carolina	138030	US Environmental Protection Agency Research Triangle Park Campus	EPA RTP	0000000404260467						
			A00090	Bard Coll	Bard College, New York	1263	Bard College		0000000110917101						
			A00091	St Johns Coll MD	Saint Johns College, Annapolis, Maryland	1268	Saint Johns College	Saint John's College - Annapolis Campus	0000000403703801						
			A00092	St Francis Xavier U	Saint Francis Xavier University, Nova Scotia	1270	Saint Francis Xavier University	StFX	0000000419367363	593431	134728203	Q2038889	grid.264060.6	St. Francis Xavier University	Antigonish
			A00093	Lawrence U	Lawrence University, Wisconsin	1279	Lawrence University	Lawrence College	0000000121097081	311764	148449456	Q1809286	grid.258980.e	Lawrence University	Appleton
			A00094	CalState	California State University System	1286	California State University System	California State University Office of the Chancellor	0000000404287651						
03e26wv14	A00094	A00095	Sacramento	California State University, Sacramento	10695	California State University Sacramento	California State University Office of the Chancellor	0000000121696543				grid.253564.3	"California State University	 Sacramento"
02qt0xs84	A00094	A00096	Humboldt	Humboldt State University, California	1285	Humboldt State University	California State University Humboldt	0000000122885055	197004	167858389	Q624560	grid.257157.3	Humboldt State University	Arcata
019ts0j55	A00094	A00097	Bakersfield	California State University, Bakersfield	14662	California State University Bakersfield	CSU Bakersfield	0000000096398885				grid.253553.7	"California State University	 Bakersfield"
027bzz146	A00094	A00098	Chico	California State University, Chico	14663	California State University Chico	CSU Chico	0000000122971981				grid.253555.1	"California State University	 Chico"
03enmdz06	A00094	A00099	Fresno	California State University, Fresno	14665	California State University Fresno	CSU Fresno	0000000123093092				grid.253558.c	"California State University	 Fresno"
02avqqw26	A00094	A00100	Fullerton	California State University, Fullerton	14666	California State University Fullerton	Cal State Fullerton	0000000122928158				grid.253559.d	"California State University	 Fullerton"
04jaeba88	A00094	A00101	Hayward	California State University, Hayward	14667	California State University East Bay	California State University Hayward	0000000107283670				grid.253557.3	"California State University	 East Bay"
0080fxk18	A00094	A00102	Long Beach	California State University, Long Beach	14668	California State University Long Beach	CSU Long Beach	0000000090936830				grid.213902.b	"California State University	 Long Beach"
0294hxs80	A00094	A00103	Los Angeles	California State University, Los Angeles	14669	California State University Los Angeles	Cal State LA	0000000108062909				grid.253561.6	California State University Los Angeles	Los Angeles
00mjdtw98	A00094	A00104	Monterey Bay	California State University, Monterey Bay	14670	California State University Monterey Bay	Cal State Monterey Bay	0000000403857165				grid.253562.5	"California State University	 Monterey Bay"
005f5hv41	A00094	A00105	Northridge	California State University, Northridge	14671	California State University Northridge	Cal State Northridge	0000000106579381				grid.253563.4	"California State University	 Northridge"
02n651896	A00094	A00106	San Bernardino	California State University, San Bernardino	14672	California State University San Bernardino	Cal State San Bernardino	0000000092054356						
01j8e0j24	A00094	A00107	San Marcos	California State University, San Marcos	14673	California State University San Marcos	CSU San Marcos	0000000098947796	383452	146790124	Q624691	grid.253566.1	"California State University	 San Marcos"
00ejm2g54	A00094	A00108	Turlock	California State University, Turlock	14674	California State University Stanislaus	CSU Stanislaus	0000000122192646				grid.253567.0	"California State University	 Stanislaus"
04pyvbw03	A00094	A00109	Dominguez Hills	California State University, Dominguez Hills	14702	California State University Dominguez Hills	CSU Dominguez Hills	0000000107464340				grid.253556.2	"California State University	 Dominguez Hills"
05by5hm18	A00094	A00110	Cal Poly Pomona	California State Polytechnic University, Pomona	6647	California State Polytechnic University Pomona	Cal Poly Pomona	0000000122349391				grid.155203.0	California State Polytechnic University	Pomona
04wjxkk25	A00094	A00111	Sonoma	Sonoma State University, California	6960	Sonoma State University	California State University Sonoma	0000000106900497	698180	263093222	Q624571	grid.263759.c	Sonoma State University	Rohnert Park
0264fdx42	A00094	A00112	SDSU	San Diego State University, California	7117	San Diego State University	SDSU	0000000107901491	286083	139014240	Q913861	grid.263081.e	San Diego State University	San Diego
05ykr0121	A00094	A00113	SFSU	San Francisco State University, California	7147	San Francisco State University	SF State	0000000110913557	149780	121997153	Q1256981	grid.263091.f	San Francisco State University	San Francisco
04qyvz380	A00094	A00114	San Jose	San Jose State University, California	7161	San Jose State University	San Jose State University	0000000107223678	378504		Q498526	grid.186587.5	San Jose State University	San Jose
03ypqe447	A00094	A00115	Santa Clara U	Santa Clara University, California	7162	Santa Clara University	SCU	0000000122994243	433127	123694120	Q992830	grid.263156.5	Santa Clara University	Santa Clara
001gpfp45	A00094	A00116	Cal Poly SLO	California State Polytechnic University, San Luis Obisp, California	7173	California Polytechnic State University	Cal Poly	000000012222461X	433230	150902528	Q1026846	grid.253547.2	California Polytechnic State University	San Luis Obispo
			A00117	Marymount U	Marymount University, Virginia	1287			0000000106471805	4767206	159764378	Q14712798	grid.259700.9	Marymount University	Arlington
			A00118	ANL	Argonne National Laboratory, Illinois	1291	Argonne National Laboratory		0000000119394845	160773	126498794	Q649120	grid.187073.a	Argonne National Laboratory	Lemont
		A00118	A11126	HEPD	Argonne National Laboratory, High Energy Physics Division	A1126									
		A00118	A11125	Phy Div	Argonne National Laboratory, Physics Division	A1125									
			A00119	Raytheon	Raytheon Corporation	1314	Raytheon Co	Applied Signal Technology Inc	0000000404200894	248454		Q156644	grid.417480.e	Raytheon (United States)	Waltham
		A00119	A11220	CA	Raytheon Corporation, California	A1220									
		A00119	A11221	MD	Raytheon Corporation, Maryland	A1221									
		A00119	A11222	AZ	Raytheon Corporation, Arizona	A1222									
		A00119	A11223	Hughes Air	Hughes Aircraft	A1223									
			A00120	U New Eng Armidale	University of New England Armidale, Australia	1319	University of New England	New England University	0000000419367371	197047		Q1814435	grid.1020.3	University of New England	Armidale
			A00121	Benedictine Coll	Benedictine College, Kansas	1348	Benedictine College		0000000403711342	610377	139449509	Q4887341	grid.418287.0	Benedictine College	Atchison
			A00122	Athabasca U	Athabasca University, Canada	1349	Athabasca University		0000000107252874	575028	144192152	Q754656	grid.36110.35	Athabasca University	Athabasca
			A00123	Ohio U	Ohio University	1354	Ohio University		0000000106687841	483329	144233742	Q1075339	grid.20627.31	Ohio University	Athens
		A00123	A11428	Dep Phy Ast	Ohio University, Department of Physics and Astronomy	A1428									
			A00124	U GA	University of Georgia	1355	University of Georgia	Franklin College	000000041936738X	378232	123893232	Q761534	grid.213876.9	University of Georgia	Athens
		A00124	A00125	Savannah Riv Lab	University of Georgia, Savannah River Laboratory	17219	Savannah River Ecology Laboratory	SREL	000000012180791X						
		A00124	A11068	Dep Phy Ast	University of Georgia, Department of Physics and Astronomy	A1068									
			A00126	Clark Atlanta U	Clark Atlanta University, Georgia	1357	Clark Atlanta University		0000000122243669	748669	143992519	Q4572296	grid.254275.3	Clark Atlanta University	Atlanta
			A00127	Emory U	Emory University, Georgia	1371	Emory University		0000000419367398						
			A00128	GIT	Georgia Institute of Technology	1372	Georgia Institute of Technology	GAtech	0000000120974943	28486339	141880757	Q864855	grid.213917.f	Georgia Institute of Technology	Atlanta
		A00128	A11063	Ctr Rel Astrop	Georgia Institute of Technology, Center for Relativistic Astrophysics	A1063									
		A00128	A11064	Ear Atm Sci	Georgia Institute of Technology, Earth and Atmospheric Sciences	A1064									
		A00128	A11065	Dep Phy	Georgia Institute of Technology, Department of Physics	A1065									
			A00129	GSU	Georgia State University	1373	Georgia State University	GSU	0000000419367400	503118	132276565	Q1509333	grid.256304.6	Georgia State University	Atlanta
		A00129	A11066	Dep Phy Ast	Georgia State University, Department of Physics and Astronomy	A1066									
			A00130	Spelman Coll	Spelman College, Georgia	1375	Spelman College		0000000122152150	364014	124366085	Q7575916	grid.263934.9	Spelman College	Atlanta
			A00131	Auburn U	Auburn University, Alabama	1383	Auburn University		0000000122978753	327945	154469925	Q540672	grid.252546.2	Auburn University	Auburn
		A00131	A11100	Dep Phy	Auburn University, Department of Physics	A1100									
			A00132	Auckland U Tech	Auckland University of Technology, New Zealand	1410	Auckland University of Technology	Auckland Institute of Technology	0000000107057067	277453	141242720	Q758659	grid.252547.3	Auckland University of Technology	Auckland
			A00133	U Auckland	University of Auckland, New Zealand	1415	University of Auckland	Te Whare Wananga o Tamaki Makaurau	0000000403723343	277456	139238542	Q492467	grid.9654.e	University of Auckland	Auckland
		A00133	A11652	Dep Phy	University of Auckland, Department of Physics	A1652									
			A00134	UCB	University of California, Berkeley	1438	University of California Berkeley	UC Berkeley	0000000121817878				grid.47840.3f	"University of California	 Berkeley"
		A00134	A00135	Dep Ear Plan Sci	University of California, Berkeley, Department of Earth and Planetary Science	114093	NOAA Search And Rescue Satellite Aided Tracking	SARSAT	0000000404125257						
		A00134	A00136	Dep Chem	University of California, Berkeley, Department of Chemistry	193248	University of California Berkeley College of Chemistry		0000000404426797						
		A00134	A00137	Dep Phy	University of California, Berkeley, Department of Physics	252113	University of California Berkeley Department of Physics		0000000404870302						
		A00134	A11188	Dep Ast	University of California, Berkeley, Department of Astronomy	A1188									
		A00134	A11189	SSL	University of California, Berkeley, Space Sciences Laboratory	A1189									
		A00134	A11190	Dep Geo Geop	University of California, Berkeley, Department of Geology and Geophysics	A1190									
		A00134	A11218	Phy Div	Lawrence Berkeley National Laboratory, Physics Division	A1218									
			A00138	U Cal	University of California System	1439	University of California System		0000000123480690	31921		Q184478	grid.30389.31	University of California System	Oakland
			A00139	Babson Coll	Babson College, Massachusetts	1445	Babson College		0000000121519731						
			A00140	JHU	Johns Hopkins University, Maryland	1466	Johns Hopkins University	Johns Hopkins University - Homewood Campus	000000012247140X	38420	141846012	Q193727	grid.21107.35	Johns Hopkins University	Baltimore
		A00140	A00141	Dep Ear Plan Sci	Johns Hopkins University, Department of Earth and Planetary Sciences	214886	Johns Hopkins University Department of Earth and Planetary Sciences	EPS	0000000404440572						
		A00140	A00142	Dep Phy Ast	Johns Hopkins University, Department of Physics and Astronomy	310920	Johns Hopkins University Department of Physics and Astronomy	Johns Hopkins University Bloomberg Center for Physics and Astronomy	0000000405897865						
00za53h95	A00140	A00143	APL	Johns Hopkins University, Applied Physics Laboratory	70603	Johns Hopkins University Applied Physics Laboratory	APL	0000000406301170	2600983	194258314	Q249373	grid.21107.35	Johns Hopkins University	Baltimore
